text|ministry
to be influenced chiefly by humanity's greatest shame , reality shows -- reality shows for god's sake ! -- is a crime that should be punishable by chainsaw .|0
taken as a whole , the tuxedo doesn't add up to a whole lot .|0
as we have come to learn -- as many times as we have fingers to count on -- jason is a killer who doesn't know the meaning of the word 'quit . ' the filmmakers might want to look it up .|0
a frustrating 'tweener' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .|0
what's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be .|0
drowning's too good for this sucker .|0
an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .|0
frankly , it's pretty stupid . i had more fun with ben stiller's zoolander , which i thought was rather clever . but there's plenty to offend everyone . . .|0
love liza is a festival film that would have been better off staying on the festival circuit .|0
there are things to like about murder by numbers -- but , in the end , the disparate elements don't gel .|0
 . . . tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .|0
quite frankly , i can't see why any actor of talent would ever work in a mcculloch production again if they looked at how this movie turned out .|0
my precious new star wars movie is a lumbering , wheezy drag . . .|0
the innocence of holiday cheer ain't what it used to be .|0
too campy to work as straight drama and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one-of-a-kind work .|0
horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists .|0
should have gone straight to video . it looks like an action movie , but it's so poorly made , on all levels , that it doesn't even qualify as a spoof of such .|0
it is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b . s . one another and put on a show in drag .|0
consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire .|0
a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop .|0
sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading .|0
heavy with flabby rolls of typical toback machinations .|0
it is very difficult to care about the character , and that is the central flaw of the film .|0
snow dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than hi|0
whole stretches of the film may be incomprehensible to moviegoers not already clad in basic black .|0
reggio and glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass's dirgelike score becomes a fang-baring lullaby .|0
es triste tener que decirles que lo único grato de la cinta es el cuerpo desnudo de la heather . . .|0
ends up offering nothing more than the latest schwarzenegger or stallone flick would .|0
the film makes strong arguments regarding the social status of america's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .|0
charlize chases kevin with a gun . courtney chases stuart with a cell phone . the sound of gunfire and cell phones ringing .|0
if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special .|0
parents beware ; this is downright movie penance .|0
 . . . a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i can't believe any viewer , young or old , would have a good time here .|0
